id,Descripción,Link
851,la felicidad de un niño en la selva amazónica. ,https://media.gettyimages.com/id/2167014886/es/foto/la-felicidad-de-un-ni%C3%B1o-en-la-selva-amaz%C3%B3nica.jpg?s=612x612&w=0&k=20&c=Pg1NlJPZxtg1aQyoNkZAVYsRyc1FG_zvvHfR_zYwpfQ=
852,niña indígena en la selva con una canasta de alimentos ,https://media.gettyimages.com/id/2160360871/es/foto/ni%C3%B1a-ind%C3%ADgena-en-la-selva-con-una-canasta-de-alimentos.jpg?s=612x612&w=0&k=20&c=BppMUaeTG3wmqIR8XS4WtXrDxm_HL39GkXiQEaYLdHs=
853,copyspace de una joven india mirando a la cámara en un bosque ,https://media.gettyimages.com/id/2160360505/es/foto/copyspace-de-una-joven-india-mirando-a-la-c%C3%A1mara-en-un-bosque.jpg?s=612x612&w=0&k=20&c=yLGlIQ2suJRJT5ZvqBh6PNRTSeOXnm3yBolmHNsAH38=
854,"un retrato de un joven indígena, fotografiando en su aldea amazónica en medio de la selva tropical sosteniendo un pequeño periquito en sus manos. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706445/es/foto/un-retrato-de-un-joven-ind%C3%ADgena-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=cZZ3XAs9QSQdH9n9k-V2_5Sps4JcsOAO2GZR6kr0nuU=
855,un joven indígena que trabaja en una finca orgánica de naranjilla en su aldea amazónica en medio de la selva tropical. tribu quichua / kichwa napuruna. ,https://media.gettyimages.com/id/2158706424/es/foto/un-joven-ind%C3%ADgena-que-trabaja-en-una-finca-org%C3%A1nica-de-naranjilla-en-su-aldea-amaz%C3%B3nica-en.jpg?s=612x612&w=0&k=20&c=JrTuy9gOLVMxSAxYQUUg5Z84Fw18NMWiWrNUm3NUcG4=
856,un joven indígena que trabaja en una granja orgánica en su aldea amazónica en medio de la selva tropical. tribu quichua / kichwa napuruna. ,https://media.gettyimages.com/id/2158706414/es/foto/un-joven-ind%C3%ADgena-que-trabaja-en-una-granja-org%C3%A1nica-en-su-aldea-amaz%C3%B3nica-en-medio-de-la.jpg?s=612x612&w=0&k=20&c=b3j_OTBCRUCWxBRK7pqL8wpKeB6ztxFl6jmr1QBuYUo=
857,"un retrato de un joven indígena, fotografiando en su aldea amazónica en medio de la selva tropical en una granja orgánica de piña. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706330/es/foto/un-retrato-de-un-joven-ind%C3%ADgena-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=eaSAuNkY7aIE4HvNf2NCulW5rPn_pvnRFZwHE6cNqiM=
858,"un retrato masculino indígena joven, fotografiando en su aldea amazónica en medio de la selva tropical vistiendo una falda masculina típica. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706329/es/foto/un-retrato-masculino-ind%C3%ADgena-joven-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=-PC5qehKCblu0uUF52oqjMALWKbU47lanS7ZtJK7L6E=
859,"un retrato masculino indígena joven, fotografiando en su aldea amazónica en medio de la selva tropical. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706312/es/foto/un-retrato-masculino-ind%C3%ADgena-joven-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=Yk1TpVtHwQPOk6NQ4jESDwsjXpFLWdceRmIAnbtWeNY=
860,"un retrato masculino indígena joven, fotografiando en su aldea amazónica en medio de la selva tropical. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706309/es/foto/un-retrato-masculino-ind%C3%ADgena-joven-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=-5HItaN6qALRRw6VEHp0J_FtjTmRdqOxH3UiBhPop4A=
861,"un retrato masculino indígena joven, fotografiando en su aldea amazónica en medio de la selva tropical. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706307/es/foto/un-retrato-masculino-ind%C3%ADgena-joven-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=WStp5QB4J4n4B7k_DrgzG2dfgZtrq1S9vFe6Oyhf3Z8=
862,"un retrato masculino indígena joven, fotografiando en su aldea amazónica en medio de la selva tropical. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706301/es/foto/un-retrato-masculino-ind%C3%ADgena-joven-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=hB9eGxLcfGKvKpVXoEke1lSU37HjnjuLDjd7P3SILMA=
863,"un retrato masculino indígena joven, fotografiando en su aldea amazónica en medio de la selva tropical llevando una caja vacía de frutas de madera. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2158706292/es/foto/un-retrato-masculino-ind%C3%ADgena-joven-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=0wdXUcYd9hnJMcEcwM-Q-8JRgJCJdjedBj2aE-y0uMI=
864,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional de su tribu de tiro en su aldea con el río amazonas en la espalda. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2157675577/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-de-su-tribu-de.jpg?s=612x612&w=0&k=20&c=xG669ZWUa75q3L2HCX-rTfE9_ISzsJJ_Zm913xYxLUo=
865,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416446/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=P4qytc5G8O16m8U3MnyVduq7NyRym0gK9cizlPkNor0=
866,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416440/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=IF17X2XN8e7pz0yO9KbjmQ0lFbDuEzszQY0cXG5r0Y4=
867,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416436/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=WGntWHUvBc9lMIv-Gq6vRP0IBtTwpqiskwURFipBZV0=
868,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416430/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=yB0rjrjem8BvfLFyWnxWw2iB3fDWP4yUfLOxnpPTkkY=
869,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416429/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=TP5bGmIP_NcQLw0ZD5sUbereIndpml48qtBmChN4_I8=
870,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416428/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=V4N2V_3x3g_s6d-qJFML2e0ab78FVWvoJozZEYiT-w4=
871,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416425/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=3YSTtwuzrSOK3H8h7eJA4bRCY4FJyKi8l17M6fXaONw=
872,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416423/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=jP7J9GN6gc181z6c1oM3Qd10mdLVPNb3EjcK3XPbm0w=
873,"mujeres de la comunidad shuar bailando el ritmo aborigen en misagualli, provincia de napo.  tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2155416415/es/foto/mujeres-de-la-comunidad-shuar-bailando-el-ritmo-aborigen-en-misagualli-provincia-de-napo-tribu.jpg?s=612x612&w=0&k=20&c=h0whGhqgKZ_V8TJhkVutrExSP3KeNng-4CluS7WBz7w=
874,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional de su tribu de tiro en su aldea con el río amazonas en la espalda. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2154778569/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-de-su-tribu-de.jpg?s=612x612&w=0&k=20&c=pwIENj0WQV6P5QBtzHVLEhZu0tnEBLEJsLWtTugy3QE=
875,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional de su tribu de tiro en su aldea con el río amazonas en la espalda. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2154778542/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-de-su-tribu-de.jpg?s=612x612&w=0&k=20&c=wecsfc7B2f0Xx3fWIjXVHeUfTu-XQeBcNJVNiOROmP4=
876,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional mientras juega con un pequeño periquito / pájaro disparando en su aldea tribu. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2154778528/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-mientras-juega.jpg?s=612x612&w=0&k=20&c=fkBM5aCYUh3uhrke6qMs5mTuJbX1vNFC3jkWvg6B_g0=
877,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional de su tribu de tiro en su aldea en medio de la selva tropical en un día soleado, sosteniendo un plato tradicional que se usa para beber.

tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2154778450/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-de-su-tribu-de.jpg?s=612x612&w=0&k=20&c=swxUxO7c_En1yfXSl_WEL-dtk_hEc7HfRLKiTH9nl5s=
878,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional de su tribu de tiro en su aldea en medio de la selva tropical en un día soleado, sosteniendo y bebiendo del plato tradicional.

tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2154778446/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-de-su-tribu-de.jpg?s=612x612&w=0&k=20&c=Ts46AjRUYWW536uH1Hu0p7oohtrGV0IdQ6tBB-3FN0A=
879,"una joven hermosa retrato femenino indígena, con un vestido de noche azul y un collar de perlas disparando en su pueblo. tribu quichua / kichwa napuruna. ",https://media.gettyimages.com/id/2154778397/es/foto/una-joven-hermosa-retrato-femenino-ind%C3%ADgena-con-un-vestido-de-noche-azul-y-un-collar-de-perlas.jpg?s=612x612&w=0&k=20&c=3_F7O50MlslIADqzNnFOcyZ8gZsET7PFZajCNouB_Vc=
880,retrato con copyspace de niña de otavalo con vestido tradicional en ceremonia de inti raymi dando gracias. ,https://media.gettyimages.com/id/2153398462/es/foto/retrato-con-copyspace-de-ni%C3%B1a-de-otavalo-con-vestido-tradicional-en-ceremonia-de-inti-raymi.jpg?s=612x612&w=0&k=20&c=YxzGgIjv8-nSboMjoEwdREWvHnWLvU02KvGKiRxVf3k=
881,mujer indígena sentada de lado en una ceremonia de acción de gracias en los andes de ecuador con vestido tradicional de otavalo ,https://media.gettyimages.com/id/2152675038/es/foto/mujer-ind%C3%ADgena-sentada-de-lado-en-una-ceremonia-de-acci%C3%B3n-de-gracias-en-los-andes-de-ecuador.jpg?s=612x612&w=0&k=20&c=lkC2BtsC78asr80VbsTJTSqxe5QrADmSC5qNKhlSyf0=
882,mujer indígena sentada en medio de la hierba y abundantes flores a su alrededor con las manos levantadas y los ojos cerrados en una ceremonia tradicional ,https://media.gettyimages.com/id/2152675032/es/foto/mujer-ind%C3%ADgena-sentada-en-medio-de-la-hierba-y-abundantes-flores-a-su-alrededor-con-las-manos.jpg?s=612x612&w=0&k=20&c=7wyTs1w17z00eRDVITCiCwL0C8nLNB8dPSAgMvh-Isw=
883,joven indígena de la selva de ecuador en un momento de acción de gracias en un ritual tradicional de su tribu ,https://media.gettyimages.com/id/2152675018/es/foto/joven-ind%C3%ADgena-de-la-selva-de-ecuador-en-un-momento-de-acci%C3%B3n-de-gracias-en-un-ritual.jpg?s=612x612&w=0&k=20&c=T_ic1ua4vCeHl-RU3bGUxE-lFQRdNsdIF0fm7G24vjY=
884,mujer indígena mayor haciendo artesanías ,https://media.gettyimages.com/id/1857578718/es/foto/mujer-ind%C3%ADgena-mayor-haciendo-artesan%C3%ADas.jpg?s=612x612&w=0&k=20&c=n_6hqvfsvP_8YoSx4VaX9uIVR_TdE8YQgZJX7ekEJME=
885,retrato de mujer india con instrumentos de percusión ,https://media.gettyimages.com/id/1679389258/es/foto/retrato-de-mujer-india-con-instrumentos-de-percusi%C3%B3n.jpg?s=612x612&w=0&k=20&c=sM2p54E9y0xNrNd1Lc-V0I5nUpZf6_eWxa7zQcRTySw=
886,retrato de mujer india con instrumentos de percusión ,https://media.gettyimages.com/id/1679389245/es/foto/retrato-de-mujer-india-con-instrumentos-de-percusi%C3%B3n.jpg?s=612x612&w=0&k=20&c=P_hl8LjAOPo1vjaINGSGW6PcUpl4FnsIk5fKSxA2YcU=
887,mujer india haciendo saludo al sol en el bosque ,https://media.gettyimages.com/id/1679388724/es/foto/mujer-india-haciendo-saludo-al-sol-en-el-bosque.jpg?s=612x612&w=0&k=20&c=fFgjVBMCDHsEi2nQI6WrhR2d5c7Fm-h4lvVRp6c5zNo=
888,mujer india y su madre almorzando en casa ,https://media.gettyimages.com/id/1679384493/es/foto/mujer-india-y-su-madre-almorzando-en-casa.jpg?s=612x612&w=0&k=20&c=RYIa_k6iud7S1f-25JqpKv8gCU3MWsblqFTYPelnayE=
889,mujer india con su bebé ,https://media.gettyimages.com/id/1678569197/es/foto/mujer-india-con-su-beb%C3%A9.jpg?s=612x612&w=0&k=20&c=e5q4bAX4rJdJ_30Gz5eylDAB8VnOxZGJbrAZo30sjJc=
890,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre y viajando alrededor de una plantación de té en sangay, región amazónica, en medio de las selvas tropicales ecuatorianas en alguna parte del ecuador, cerca de perú y brasil. ",https://media.gettyimages.com/id/1385130819/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-y-viajando-alrededor.jpg?s=612x612&w=0&k=20&c=cXXyYpiUlGQokXvBsnVdcoDPZfPKq2OS3eres-9EjAQ=
891,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre, viajando por la región amazónica usando sus binoculares para ver las aves y animales salvajes en medio de las selvas tropicales ecuatorianas en alguna parte del ecuador ",https://media.gettyimages.com/id/1385130809/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-viajando-por-la.jpg?s=612x612&w=0&k=20&c=_GpoeahviRi8ZwtoHOcFQviq9dLTWUbn4qBx4sMSHFI=
892,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre y viajando alrededor de una plantación de té en sangay, región amazónica, en medio de las selvas tropicales ecuatorianas en alguna parte del ecuador, cerca de perú y brasil. ",https://media.gettyimages.com/id/1385130803/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-y-viajando-alrededor.jpg?s=612x612&w=0&k=20&c=iNeRsqS-YkHuYH6L_ZUPJvpd3IcZUM_-k7iNeQFSgLU=
893,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre, viajando por la región amazónica usando su teléfono celular para tomar fotos a las aves y animales salvajes en medio de las selvas tropicales ecuatorianas en alguna parte del ",https://media.gettyimages.com/id/1385130735/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-viajando-por-la.jpg?s=612x612&w=0&k=20&c=ethRGOhAljFVwLsNqhW_4peikiT12P-2pMkq9ESfG9E=
894,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre, viajando por la región amazónica usando su teléfono celular para tomar fotos a las aves y animales salvajes en medio de las selvas tropicales ecuatorianas en alguna parte del ",https://media.gettyimages.com/id/1385130696/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-viajando-por-la.jpg?s=612x612&w=0&k=20&c=3JcPptTMrAl5uxOe97rXN521MPAlgY-hmAFJfPVAxcA=
895,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre y viajando alrededor de una plantación de té en sangay, región amazónica, en medio de las selvas tropicales ecuatorianas en alguna parte del ecuador, cerca de perú y brasil. ",https://media.gettyimages.com/id/1385130164/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-y-viajando-alrededor.jpg?s=612x612&w=0&k=20&c=JTlQ9oPEgi6Ep8QG9JYt4lFLF3N_6z_Mff0RBzPXvs4=
896,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre, viajando por la región amazónica usando sus binoculares para ver las aves y animales salvajes en medio de las selvas tropicales ecuatorianas en alguna parte del ecuador ",https://media.gettyimages.com/id/1385130163/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-viajando-por-la.jpg?s=612x612&w=0&k=20&c=05CMIQfv5YVUaNIIqTtDocTTpAG_h5YdyzgjUvV6ZUc=
897,"joven turista latino bebiendo wayusa en kichwa o guayusa en español en una pequeña comunidad en medio de la selva tropical en alguna parte de la región amazónica en ecuador, cerca de perú y brasil. ",https://media.gettyimages.com/id/1384294877/es/foto/joven-turista-latino-bebiendo-wayusa-en-kichwa-o-guayusa-en-espa%C3%B1ol-en-una-peque%C3%B1a-comunidad.jpg?s=612x612&w=0&k=20&c=QS0zGmPtmUU4u-nGwDbSnyjuiZ3YMZ_Y-lVS0GnMkKc=
898,"hombre tribal rema canoa a través del estrecho canal de remansos del río amazonas, ecuador, américa del sur. ",https://media.gettyimages.com/id/1358994844/es/foto/hombre-tribal-rema-canoa-a-trav%C3%A9s-del-estrecho-canal-de-remansos-del-r%C3%ADo-amazonas-ecuador.jpg?s=612x612&w=0&k=20&c=X9iX88CCdXfbTBqwskChlFrGFLZxzamQbTY_ilT_-w4=
899,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770483/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=hS_GG_F-tNRoIDeQ_UMOHYwk8laUVeTRKoK_J2l5XH8=
900,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770467/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=qxeo0SsozjCmbKlXI_h_kHgxM9AVi_HsUjAqLZfCu3w=
901,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770464/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=2AwnJ6dCyxIeej9J2oxUhCQoRrklaHV6_tWIz6tWmIc=
902,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770455/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=R4SRf-y7Ms2_qHO9xlMB7k9X2GfjXwpVu1Yl_mesev8=
903,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770453/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=CGnPNcemIjvqBTqQR4yT84bi4Bd38f4l6Z_z1eplfwk=
904,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770452/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=7d9JuLRBr9DQcCJk55DK1SpiqkTZ9s62Gf0L0sx4tzI=
905,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770451/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=Ll3PUCXbqOWeeuMgppxMnd9PANoXV9qOHkVUtxxua5E=
906,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770443/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=3MROVJJjc2un-mwqvLzIp42x3ISv4K1-yDBeXWk5wz4=
907,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770436/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=ixX_7w-mlANgRuDBjlo3mGT7ncAa-axJ3ibRmH_OLd4=
908,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770433/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=TWQyWpso154hhD1H8stpuZUOIEFCLxs97T7Q1Jh2DW8=
909,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770426/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=EDNYcv8ZKz1epSA6EJpGPB2do-vg1qd_o2FBEsqWK8Y=
910,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770425/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=IVlktuc-soYEnr3rT7D4XKUPuWcVibarKRfWItfKTHU=
911,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770422/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=8GPyLJaS7-uw5_xPsK6gRY6Kqk01eiPCACFXV62lDeM=
912,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770415/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=YkmV_W_es5hGf58wA2P6eYKjdTucPZgeQ2pdqyjhajA=
913,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.gettyimages.com/id/1256770406/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=0lHp07yaVN8rmtOPCKeBpuIs1_QJN9r843gKFrasp9w=
914,"hombre relajándose en un banco de hormigón en la calle principal de banas, ecuador ",https://media.gettyimages.com/id/1200582082/es/foto/hombre-relaj%C3%A1ndose-en-un-banco-de-hormig%C3%B3n-en-la-calle-principal-de-banas-ecuador.jpg?s=612x612&w=0&k=20&c=e47V1-onhR6nfNlpUoOkDhD0uGSWEyeYiUIY9ZSsGaU=
915,siona la mujer horneando pan de yucca ,https://media.gettyimages.com/id/1140816245/es/foto/siona-la-mujer-horneando-pan-de-yucca.jpg?s=612x612&w=0&k=20&c=74xMkNgonOkRbCSWwg0fxD8mg1aqTuQPsr2_JNJNiVg=
916,siona mujer peeling raíces yucca ,https://media.gettyimages.com/id/1140815292/es/foto/siona-mujer-peeling-ra%C3%ADces-yucca.jpg?s=612x612&w=0&k=20&c=D_jGNmAtTAaYaN10oc7O_wJZf9AqFabin9X9hKM-zI8=
917,chamán en la selva de ecuador ,https://media.gettyimages.com/id/1140815185/es/foto/cham%C3%A1n-en-la-selva-de-ecuador.jpg?s=612x612&w=0&k=20&c=CA1fwzyOQFd3dFjYgXJk306340OD6tGeEnSs0XgsPWs=
918,chamán en la selva de ecuador ,https://media.gettyimages.com/id/1140815173/es/foto/cham%C3%A1n-en-la-selva-de-ecuador.jpg?s=612x612&w=0&k=20&c=eyGI4qSXtgBCODRo4qplyWojbb7J4Uj3vPpBpsd6LkU=
919,chamán en la selva de ecuador ,https://media.gettyimages.com/id/1140815171/es/foto/cham%C3%A1n-en-la-selva-de-ecuador.jpg?s=612x612&w=0&k=20&c=-NnAsBTIn_n1hpynB_fYC_86iaURnBR2aU1HQucy63o=
920,siona la mujer horneando pan de yucca ,https://media.gettyimages.com/id/1140815089/es/foto/siona-la-mujer-horneando-pan-de-yucca.jpg?s=612x612&w=0&k=20&c=YCmDjnC0B2J5YxfRgzpIXLxhP-zQSmIRAkc-mLJ0ivU=
921,siona mujer preparando yucca para hornear pan ,https://media.gettyimages.com/id/1140815088/es/foto/siona-mujer-preparando-yucca-para-hornear-pan.jpg?s=612x612&w=0&k=20&c=7O-UVyB6n6IcTO2Xl9naThYjA_hw-hHPq1JhwqOIC_w=
922,joven nativo de la amazonia sosteniendo una planta de plántulas. ,https://media.gettyimages.com/id/1131137302/es/foto/joven-nativo-de-la-amazonia-sosteniendo-una-planta-de-pl%C3%A1ntulas.jpg?s=612x612&w=0&k=20&c=UX-PFizhivJVLx3NsdZWhd0MFF0aq2A-I3fYncMGP2U=
923,hombre brasileño nativo de una tribu indígena mediante un teléfono móvil. ,https://media.gettyimages.com/id/1129590536/es/foto/hombre-brasile%C3%B1o-nativo-de-una-tribu-ind%C3%ADgena-mediante-un-tel%C3%A9fono-m%C3%B3vil.jpg?s=612x612&w=0&k=20&c=dcJRk5eye9I7JhVMWYHrRB1ncAR7yH56KjrPJxJ-AYc=
924,mujer brasileña nativa arreglándose el cabello para un concurso de belleza indígena. ,https://media.gettyimages.com/id/1129587287/es/foto/mujer-brasile%C3%B1a-nativa-arregl%C3%A1ndose-el-cabello-para-un-concurso-de-belleza-ind%C3%ADgena.jpg?s=612x612&w=0&k=20&c=-sG3s0TE9tThEJAwROiT9m75bpPkY13RsdmKhBd7lBI=
925,feliz joven indígena brasileña madre y llevar a su bebé. ,https://media.gettyimages.com/id/1129587239/es/foto/feliz-joven-ind%C3%ADgena-brasile%C3%B1a-madre-y-llevar-a-su-beb%C3%A9.jpg?s=612x612&w=0&k=20&c=L10poZaC8UyoPsmH7fN2CPpYNpSWfPbNqDSnmSmNHHM=
